altitude,vertical_speed,rate_of_descent,flap_deployment,spoiler_deployment,brake_input,pitch_variability,roll_angle_variability,hard_landing
50,295,392,68,38,9,4.695326532827718,2.065472974794821,0
500,504,516,93,16,35,4.148294379906271,5.394929873955488,1
3000,362,404,69,6,38,4.27577853071849,4.497167912106109,0
1500,224,281,54,25,31,2.595280471691832,4.222133806630842,0
2500,308,179,80,39,6,4.28470656343047,5.498917040602429,0
50,231,287,88,42,15,3.5551327140875384,3.641226561430678,0
100,689,552,71,4,0,2.604477778402374,5.105385040603494,1
2500,644,559,30,2,11,4.120228144484306,5.282568057193722,1
100,453,352,42,4,31,1.4743067632984226,3.2672959004800077,0
3000,642,583,54,26,15,2.9589155795057103,2.0448325101849862,1
500,433,355,27,43,38,2.269419143327046,3.936206952096798,0
50,627,432,63,50,7,3.5802997729488815,2.8248493445869007,0
2000,673,368,77,14,29,2.6634250610687618,5.854672031417818,0
2000,549,155,71,19,12,2.855485796696768,4.459826664294573,0
2000,685,339,8,26,24,2.1611311908714383,4.423399976737759,0
1500,318,347,21,41,9,1.6040730596351884,5.432763752424898,0
500,441,539,46,34,14,4.9573845000078265,4.107656696943779,1
2000,261,188,100,22,24,5.266203594290284,1.5709824225828652,0
100,520,239,12,32,6,4.304088676133832,4.304541315764531,0
500,396,208,88,39,10,4.539124003396532,3.9835229223328676,0
50,226,175,46,25,21,1.5469552920402436,4.030764983272107,0
1500,328,599,85,2,33,1.0388352014004152,3.04247547317953,1
1000,266,184,10,30,29,2.4695991579773504,5.836936033072379,0
2500,365,482,34,4,20,4.167831670541898,4.581835490238497,0
3000,278,288,2,49,24,4.291993671981794,1.671639354033204,0
3000,533,406,58,4,4,3.040686985559808,1.6261724160996267,0
100,690,154,27,42,32,5.122609449395597,5.523909973035533,0
2500,522,193,100,8,29,5.1528249908084005,2.7886436453442407,0
500,714,502,64,9,11,1.5293119958456822,2.0750483053805144,1
2000,504,383,65,2,3,2.855491222687911,5.754478217241418,0
50,797,210,33,47,39,1.5272446558057537,1.6740410867306046,1
1500,456,554,50,4,3,2.652768416264625,2.265186246792323,1
2500,563,398,16,31,25,1.2010947866914643,4.175531404561927,0
50,782,432,47,20,24,5.677104921339236,4.066334574801985,1
1000,523,436,92,2,31,3.2620658325573824,1.169066387910874,0
100,486,195,40,45,7,4.411514329002225,5.754909615916702,0
500,549,238,16,40,28,2.469662865955756,5.89681345187159,0
100,640,330,26,45,40,1.6634981551663994,5.466411360094991,0
2000,413,352,99,38,19,1.452463802926038,3.3864939438335497,0
100,489,341,35,28,15,3.8858213946133393,3.5311800767660158,0
1000,635,572,20,47,1,5.475522770316038,1.0037500852672419,1
500,717,370,84,24,2,3.7577636084853174,3.5033031287322887,1
2500,306,202,1,0,25,5.747069743852824,3.310955142917383,0
2500,742,428,25,6,37,3.1032045328977365,4.526898220854999,1
1000,564,467,8,28,31,2.8073452200015705,1.0308639921522058,0
100,575,546,90,20,39,1.540338919842207,5.106816421219815,1
500,337,188,60,8,18,3.1569227476643555,3.1186918849505485,0
1500,609,522,27,14,26,1.2353520911238767,4.066339849205521,1
3000,699,431,51,39,3,2.889297929603329,1.2855370274509306,0
2500,501,326,78,46,0,2.8355050328960516,3.860339498598403,0
100,559,258,81,49,25,1.2182164914613338,2.4615305126860907,0
2000,777,411,67,15,37,5.341947247060775,1.2762206663042193,1
100,485,385,45,37,33,1.5070188077093825,5.812222624108449,0
50,517,497,74,29,26,2.21101061971109,4.4010471502545325,0
50,713,438,78,41,1,4.79523275059554,4.179848163045299,1
50,579,253,66,20,37,3.3043680302315703,4.892784352991015,0
1000,494,319,65,28,38,3.9469002468190055,2.489228810501375,0
3000,767,413,45,7,2,5.65059602660094,5.635223421717882,1
2000,416,550,35,17,33,4.948176153080976,2.5597825803617056,1
500,430,189,0,34,38,2.72410357454614,1.0940468030356034,0
3000,358,159,70,46,13,5.808182152816151,3.27383373866344,0
1500,799,244,62,13,29,4.7939981317097695,1.3585010163880846,1
50,436,412,34,31,20,1.6657256492304764,4.85383532174375,0
3000,635,414,83,33,14,3.473477787755231,3.758112081450978,0
1000,738,452,35,26,30,1.286450903979315,2.760981490439031,1
1500,246,465,65,48,3,4.8721599142978365,2.5820732170917258,0
100,774,360,92,12,0,4.097272298063631,4.355769453516565,1
1500,409,292,21,35,22,2.3344916970872625,1.2407392208966308,0
1000,426,546,28,10,30,4.375658841723503,5.359659355578783,1
2500,350,378,61,8,30,1.024463040939483,4.638828932840723,0
500,396,506,30,34,14,2.8927681561108383,5.128674880412016,1
500,332,163,52,50,4,1.936144320367821,1.2613840562952467,0
3000,750,188,23,26,16,2.441794468457847,4.164417129478528,1
100,347,356,29,46,15,3.0404949536724617,2.4367141726399497,0
1000,621,579,50,46,1,5.031606814119652,2.5548127178422506,1
1500,644,195,17,42,20,1.6390158675008906,4.846038774409697,0
500,218,369,100,50,34,5.931974872882847,2.21740687861077,0
100,563,469,58,42,18,3.186085565457515,3.3665700740542968,0
2500,461,346,70,30,36,2.4011042506525047,5.886724971521544,0
500,673,218,25,32,19,5.995394467025582,1.3909743237650214,0
2000,629,413,15,31,26,1.2830208551074103,3.579448215194251,0
1500,305,282,25,15,33,1.3246963224603499,3.9040773848487893,0
3000,542,551,67,4,37,5.625889152968986,3.2123654835346636,1
1000,759,402,4,14,29,2.916144776390813,1.8221456208438789,1
500,593,247,2,23,19,3.0510863359428915,2.8317411552070837,0
1000,235,216,53,7,24,1.6180561469918888,1.5229135637418896,0
1000,683,171,60,10,19,3.908237274552135,5.9847152505202015,0
2000,483,521,67,41,2,4.735157280868534,3.3375262767174956,1
1500,314,581,52,47,40,5.122647258707677,2.811701427218793,1
100,315,405,30,10,19,3.5246168624655234,1.4547312427170387,0
50,744,241,4,47,24,4.833063354233881,2.2844159140967553,1
2000,783,190,66,19,33,1.9520582403052464,2.8973332843075785,1
50,633,529,31,27,15,1.2243636492654204,4.118045048121848,1
2000,555,373,85,46,34,4.406409570799378,5.391788914369076,0
1000,289,180,41,38,26,1.9965114527972962,2.205130100087896,0
3000,567,343,53,30,30,1.1762528699765498,5.722176938960624,0
1000,302,467,93,28,31,2.6844120319885403,2.9488932651522246,0
100,314,405,62,28,22,5.356210469956642,4.59342663809942,0
500,589,201,7,23,8,2.5384956133203924,1.9847295821621112,0
1000,366,415,95,20,22,5.163726648242614,1.8381554575773071,0
100,522,513,44,1,8,4.579394705527412,2.613516363948107,1
3000,447,219,75,28,2,5.2940603534078186,3.2543604994217468,0
3000,417,547,87,32,23,1.428898663787587,3.798440843723985,1
1000,687,297,18,14,12,2.1712232367865933,3.7944285681122008,0
1000,359,202,83,49,24,1.7111792073818501,2.509458249686824,0
50,217,239,46,16,38,1.7939377459322128,3.2758750911358323,0
500,717,553,19,47,13,3.7509090126075435,1.459869330213104,1
100,571,465,53,39,9,3.6459993251257465,4.3618488871698595,0
1000,300,380,19,21,39,1.5848100730908046,4.3946116930783035,0
2500,355,272,42,21,30,2.295506988372248,3.824564413667354,0
100,335,248,76,42,26,4.438324918492868,5.513837814999161,0
50,332,474,64,48,9,1.5436374971597602,3.289454520147442,0
50,645,276,80,36,30,5.730521767547859,4.807385787346008,0
1500,526,263,32,43,27,4.163963796317056,1.5829904865594688,0
1500,628,268,21,17,4,4.0629543437694435,2.3876886849303998,0
500,434,474,23,45,29,3.223198823171577,2.9575549538959978,0
50,772,220,59,7,38,2.959246915092318,2.2110187164719557,1
1500,387,312,86,16,32,5.521209548985878,5.507975736549429,0
500,705,395,72,36,22,1.9078598057612401,1.5777554979226718,1
100,728,159,36,49,32,5.257809203361821,4.670838554558143,1
1500,741,312,55,49,35,3.8619120694707907,5.201475993765248,1
2000,591,379,70,2,28,2.5671610514531253,2.5676030692011267,0
500,781,165,54,41,18,3.87483499998296,3.945050071992164,1
500,582,495,16,25,40,3.6499060399027092,2.678906893307013,0
2000,280,216,18,11,0,4.613926750984151,2.6493864388184627,0
50,747,242,9,27,31,5.9337957985608965,3.3905431255358476,1
100,704,195,0,9,13,2.662944807092448,5.733919743354604,1
50,611,538,79,40,32,2.5573351734470298,4.952357492102102,1
1000,568,363,63,34,19,2.3650658466698373,1.2332480800278902,0
2000,366,386,24,17,18,5.986271306215092,3.1980419892916436,0
2000,332,254,49,42,4,4.319586002441099,3.8249218973453862,0
2500,384,449,14,1,35,3.0273052110283354,2.2057612438181646,0
500,315,256,95,8,3,2.8676090635766105,1.7873881169476475,0
1000,306,385,26,14,22,3.4489674324994253,4.58292260186494,0
2500,634,220,64,27,6,5.3830668362634855,5.686858964934041,0
2000,779,283,6,49,27,3.225848071873331,3.481889801773866,1
3000,246,516,48,32,1,4.630399660026462,1.807890835864734,1
3000,294,206,36,6,8,3.8978908074357497,5.266118200573917,0
1000,745,181,49,8,5,2.6826819910140407,1.0096007358137529,1
500,234,431,84,1,30,1.9004290857312562,3.50942188214317,0
100,707,203,82,26,15,1.5514768985455483,3.0946895649831587,1
2000,321,420,42,48,33,2.2897638203599078,1.0523442937805911,0
100,538,574,79,44,25,2.0951203305125405,4.105881604770269,1
100,751,392,37,49,22,3.1617792127674567,5.187677829083817,1
2000,747,204,92,42,33,3.3188838026325262,2.693021952693001,1
500,745,580,70,6,26,1.253811068153336,4.695137011510422,1
1000,363,151,6,4,17,3.6997422009765204,4.198209234818643,0
50,556,485,55,38,25,2.891635323160805,5.044219344003063,0
2500,471,206,79,33,0,5.481298588405087,2.324941917134609,0
100,502,557,3,0,21,1.304776669571717,3.8747433093327284,1
3000,361,198,6,36,9,3.755317034612575,2.9839490490623546,0
3000,642,429,47,19,1,2.893089739883276,3.759496129508067,0
50,629,556,27,5,38,3.787366251349699,4.398940772544447,1
2500,382,392,35,26,13,3.0792724829899267,5.406377240933045,0
1500,501,535,82,48,22,4.406664885087596,1.5175096905791903,1
100,486,538,14,29,40,5.079624329693966,1.2084404980970516,1
2000,700,181,74,9,3,2.6173193140604294,2.4753729647688854,0
3000,397,205,19,18,30,4.516556008933818,3.860061497826935,0
100,287,265,3,5,13,4.173307663803502,1.8497294633352004,0
50,535,288,67,49,8,4.7851719685839464,1.8273589019565346,0
1000,789,266,74,18,10,4.247119290745015,5.0735842639409094,1
2500,252,583,48,11,10,4.424742554687374,3.958967496560539,1
100,671,473,65,18,7,5.2726458675098336,4.764231628066838,0
1000,777,438,44,22,2,5.182564848678011,3.7275242590863265,1
1500,757,306,91,44,1,2.7706318259895006,4.713237474478913,1
2500,613,241,84,11,32,4.794761823834428,1.7785243129312747,0
2000,751,546,85,38,0,5.676763555628077,5.89719841384101,1
500,286,158,64,3,36,4.313533109850014,4.630109173724303,0
100,483,467,33,14,6,2.3280653347003213,5.469167684452125,0
1000,613,493,34,13,37,1.9719985850612938,1.5241848224267205,0
100,696,394,4,31,15,4.380454523078761,3.613424113711222,0
2500,768,384,62,4,26,2.7192549325280493,1.691085782558443,1
500,456,547,7,20,7,5.5972643347981625,3.4893884818398755,1
2500,740,154,80,31,10,3.1149858318289927,1.6473942603928906,1
3000,319,151,85,23,6,2.1147269363974104,4.845599280074184,0
1500,349,280,89,28,12,2.263896765859778,1.1647839748818352,0
2500,450,561,6,49,33,1.434013118043262,3.419556171618308,1
3000,448,499,51,46,19,1.3055760212797325,5.552536294705759,0
2500,727,413,33,7,0,5.6527494457974345,1.6889144560527738,1
1000,711,577,20,48,25,4.989150048464103,2.9919513344144786,1
100,743,162,89,3,19,1.7530578395985532,4.28895720305729,1
1500,777,424,50,20,12,4.0699551802373435,4.434747034518126,1
2500,720,411,37,24,31,4.0041834765392945,5.841664977500037,1
3000,234,285,94,11,28,2.301594557022909,5.103585998108525,0
2000,430,244,2,18,2,5.369783584697527,4.698828959552012,0
1000,238,151,4,16,40,3.2051983150289702,4.345044464940402,0
1000,217,422,57,11,6,4.254711407671609,5.312652218863716,0
1500,215,198,61,20,5,2.4957205783070195,4.319675195043925,0
50,613,167,100,17,39,4.485035480212603,5.394054522890592,0
100,247,418,6,36,29,3.7695641793398007,1.6599660164510173,0
2000,263,203,19,45,35,2.6567103624429302,1.9037535135193442,0
1500,758,406,82,17,14,5.269891472808972,4.691365358290604,1
1500,585,485,49,29,34,4.799149604334877,3.3233316690875068,0
100,747,578,39,7,32,3.552869508403368,2.241899060859113,1
1500,547,330,47,44,23,3.4808997562926782,3.124545119719892,0
1000,585,560,96,36,0,4.106049128420105,1.7351039252844493,1
1000,685,266,99,47,25,5.734241221098804,2.558475941196259,0
500,592,255,81,49,30,4.6189580085725535,5.314977811855134,0
2500,763,310,100,40,1,4.601379439958804,1.9535227628136822,1
3000,786,537,69,23,28,1.436081806330411,5.1558795034579985,1
3000,236,264,65,37,24,2.6664526756609064,3.7968368413999425,0
1000,759,157,22,21,28,2.583658161525295,5.584194564301094,1
2000,309,183,19,0,3,4.964292185764882,2.2670934185789373,0
100,328,361,79,14,40,2.21608351750113,3.408763939266657,0
1500,525,599,32,35,25,1.8479564571924496,4.660388558714617,1
100,669,513,95,23,18,3.2844190588129614,4.932088482639905,1
2000,462,252,52,3,29,4.700368619450162,3.4346280946531356,0
100,378,278,97,15,12,1.994964212481293,4.054329961094732,0
3000,673,493,1,18,19,3.5984962736685824,2.8161468919240606,0
100,235,369,5,22,19,3.9988485534350504,3.9869290016232104,0
2500,412,513,22,41,3,5.431727563181394,3.971294363549033,1
2500,234,202,74,17,19,1.8276991475413071,2.5027368817281666,0
1500,771,428,41,2,37,3.286596502888598,2.9849125995635246,1
2500,745,593,34,22,27,4.714928370599106,3.766164130550765,1
100,316,362,0,29,32,5.94785578336487,3.37183451471608,0
50,300,577,80,44,20,2.1121682540997075,5.846516276213354,1
1500,291,184,41,31,23,4.366241158652125,1.7552821132787173,0
50,357,257,52,30,5,2.9734321371670145,5.594537598550436,0
1000,201,197,71,11,1,5.96092016129826,1.8601553327869276,0
2500,616,314,20,37,10,1.5895212345108454,2.757226807508485,0
50,490,341,96,28,14,4.489875403809686,5.544703935542225,0
2500,773,592,13,18,3,3.2158351434051884,4.140987368007293,1
2000,241,337,16,8,21,5.083996781670124,3.3873313690311306,0
2500,236,204,37,4,5,5.037495375896855,1.1578457824875645,0
1500,678,188,50,47,29,3.8324210122778313,4.258288848319413,0
500,265,413,4,5,21,5.291252334854433,4.433268026790078,0
100,563,404,30,37,0,1.7532453983959404,4.38546958997191,0
3000,398,353,79,50,0,2.097211089583277,3.9383277282732942,0
50,561,373,45,49,20,4.177635866458858,3.1886905417014795,0
2000,470,513,54,28,32,4.813322620048067,3.8288450651037995,1
2500,375,417,29,25,35,1.8537185959504252,5.908388999345926,0
50,250,273,8,37,13,3.8760366359754657,1.4440945488438142,0
1500,636,469,77,11,2,1.4506614603236314,2.0517301646485904,0
100,622,250,24,29,8,5.453854943184412,3.208295143101285,0
1000,437,199,94,20,36,2.979932044484929,2.6608370085016197,0
2000,444,442,33,50,32,2.576925011097855,2.0880664959670012,0
100,247,531,17,18,25,3.85647283393256,4.357794209094494,1
500,423,245,67,49,2,5.90416211926941,2.950409303481208,0
2000,739,391,45,32,31,3.023692670422687,2.3579449914077517,1
1000,685,355,46,29,0,5.641234610454289,5.87701568977762,0
2500,206,484,56,49,26,3.0304114431619906,1.4624649778223955,0
500,781,495,41,10,24,3.5855657303327986,4.0396709929230905,1
50,410,374,6,21,2,4.427465412787581,2.38030897190328,0
3000,536,270,65,26,12,5.73682959372466,5.980257497923284,0
1000,495,228,36,45,6,3.4272614068564713,3.584555565957724,0
3000,650,402,8,47,12,1.7021527078150118,2.856743728508428,0
2000,467,288,63,25,30,2.820462463187459,5.102078911265488,0
1000,651,508,84,30,25,5.397937931287389,3.8741996016589404,1
3000,592,397,13,24,17,4.824349548903452,1.5635496186803068,0
500,523,498,9,27,15,4.252151040245863,4.6083183705354145,0
1500,284,529,70,11,18,1.1175598826068174,2.3475360778051018,1
1000,425,352,65,17,30,4.442906270976169,3.62079570622523,0
1000,381,438,82,34,10,1.3444875520754986,1.7503973473075043,0
1500,646,262,86,22,38,5.839874328435352,2.7233817709732824,0
2500,478,213,62,35,17,2.622277870768254,3.941772199210317,0
500,548,303,42,21,23,4.945446462159426,3.3902544420312672,0
3000,649,567,21,18,23,1.8687963702157715,4.517553170141905,1
500,227,546,31,24,39,3.9742153793054142,1.618725931122055,1
2000,508,490,57,25,32,3.9927572931548574,2.872161672424153,0
50,305,533,81,7,29,4.522868086324467,1.3062704853457592,1
1500,549,370,65,30,32,2.558414877808387,2.5453631604261813,0
500,618,343,52,46,5,2.097991607987427,4.755205878248887,0
500,707,512,9,9,21,5.831887437186582,5.335331948129422,1
50,792,495,54,32,29,2.8267765501809237,5.019791584144774,1
2500,674,167,53,36,36,1.6586484842193019,5.3793816789571585,0
100,480,558,28,0,5,3.187742127496655,2.016974971171579,1
3000,369,429,76,17,5,1.7076812968932193,1.888062159046204,0
2500,370,599,100,15,0,1.5818590074136254,2.354810617250814,1
2000,762,262,91,32,27,3.91160049413469,2.440185655139464,1
2000,723,474,16,23,25,5.088980873229044,4.624773816890659,1
2000,546,265,1,12,0,3.56050948109901,1.9638062069486568,0
2500,441,459,13,24,10,3.9924269030987634,5.441418440054546,0
2500,297,380,4,43,13,3.386794642994023,1.2363600687463674,0
2000,573,305,69,26,23,5.769453687836658,5.878258466667273,0
1500,400,518,88,42,9,3.6353460120993804,5.163414945931451,1
100,407,253,35,13,17,1.9507086532297353,5.576338153365818,0
1000,266,577,7,7,8,2.2777288573751178,1.3762877429541396,1
100,385,188,55,4,26,4.993040059427626,2.0171766842636174,0
1000,783,519,21,23,38,1.5516799301311015,5.196510122004091,1
2000,319,465,23,11,7,5.990752349359825,1.5058803831020076,0
3000,223,356,94,31,13,1.019785418090441,3.068917829929355,0
50,257,266,87,13,2,2.732614395172959,3.581789772198046,0
2500,366,334,76,23,10,2.3098679739888253,1.6254790635020728,0
50,642,440,55,8,30,3.8590462655791535,2.0489775178684595,0
1500,267,293,88,2,6,3.9692308707228343,5.044898876433404,0
500,545,239,74,48,6,4.830409634968435,3.9313717036935434,0
2000,382,443,32,50,34,5.21781341283603,4.021725645215788,0
2000,343,411,83,32,27,1.6742730310044083,3.926828200064435,0
500,211,564,59,18,22,1.788686624384101,1.7576458682621179,1
500,754,282,89,26,39,1.552514712127146,3.9203290809017544,1
2500,479,411,76,38,23,4.1147860404533745,2.46210336230504,0
100,439,306,64,24,27,3.4772504340693633,1.3025825966555447,0
3000,295,153,4,26,29,2.7951091701546225,1.0256606395043373,0
2000,554,406,35,24,29,5.504049944187328,5.493558018893681,0
3000,386,464,4,8,32,1.882812422258995,5.9215000633372,0
1000,426,562,13,50,11,2.2575053189125853,2.4130382938537673,1
500,331,337,12,1,6,2.607706200293757,4.419496439380338,0
100,581,562,42,21,24,1.3187072696819264,4.503939406666326,1
2500,628,304,56,46,13,1.4808335998893287,5.665462647984685,0
